loan_id,customer_id,loan_amount,interest_rate,loan_status,default,approval_date
L001231,C01283,"$34,001.26",2.2,Closed,0,2022-04-01
L000484,C01009,53939.47,10.23,Active,0,2022-03-26
L001042, C01704 ,250000.0,2.2,Active,0,2023-11-12
L001192,C01320,-36898.77,9.98,Active,FALSE,2024-02-08
L000754,1269,25320.86,8.91,Closed,0,2023-10-31
L000887,01479,"100,322",14.29,Active,Good,2022-12-16
L000089,C01118,34939.57,6.91%,Active,0,2022-11-29
L001138,C01423,175781.91,15.02,Active,0,2023-01-28
L000691,C01658,14573.46,12.0,Closed,0,2022-02-10
L000679,C01066,240207.76,10.87,Active,0,2023-03-18
L000469,C01774,106561.08,4.26,Charged Off,0,2023-01-05
L000700,C01579,27556 USD,10.33,Active,Good,2022-04-10
L000675,C01794,15351.67,10.68,Open,0,2024-04-04
L000116,C01762,94792.06,6.47,Charged Off,1,2023-04-06
L000020,C01479,31139.53,10.37,Active,0,2023-11-04
L000902,C01562,69867.1,13.56,Active,0,2022-06-03
L000042,C01225,111554.44,10.55,Active,N,2023-10-09
L000999,01631,80208.76,6.91,Active,0,2023-12-03
L000397,C01727,146704.58,8.77%,Active,0,2024-01-17
L001167,C01828,74999.94,10.88,Active,0,2023-07-12
L000179, C01410 ,9836.26,6.85,Closed,N,2022-09-15
L000334,C01508,164146 CAD,8.26,Active,Yes,2023-02-05
L000821,C01568,26293.03,9.42,Active,0,2023-10-20
L001100,C01631,250000.0,13.72, Active ,No,2023-05-11
L000109,cust_01076,386034 CAD,9.84,Active,0,2022-04-12
L000850,01576,25940.5,8.21,Active,0,2024-04-13
L000832,C01615,"$37,328.31",6.8,ACTIVE,0,2022-06-16
L000839,C01624,99158.76,10.57%,Active,0,2022-08-06
L000574, C01118 ,-83006.88,10.17,Charged Off,1,2022-12-24
L000540,C01088,-49163.68,6.37,Closed,0,2024-05-16
L000707,C01804,85436.36,3.92,Complete,0,2022-02-16
L001134,C01530,122907 USD,8.91%,Current,0,2022-06-30
L000247,C01527,14451.39,14.23,Closed,0,2022-07-24
L000104,C01309,"$219,225.09",6.02, Active ,1,2022-02-23
L000485,01814,50563.78,9.68,Active,0,2022-11-20
L001062,C01013,48489.49,9.71,Active,0,2022-05-24
L001078,C01531,76108.42,14.82,Active,0,2022-09-08
L000951,C01172,"$46,695.37",8.74,Active,0,2023-04-13
L000072,C01254,63035.7,9.19,Active,0,2022-11-13
L000595,C01072,-60062.85,10.21,Active,0,2023-03-06
L000380,C01267,42669.62,8.65,Written Off,1,2022-10-16
L001196,C01742,97635.95,8.0,Charged Off,TRUE,2022-08-24
L000278,C-01843,84015.6,13.12,Closed,0,2024-06-04
L000164,C01128,"$108,948.17",12.76,Active,0,2024-05-09
L001163,C01316,24872.18,5.76, Active ,0,2023-05-26
L000596,C01841,93061.51,7.45,Active,0,2024-04-18
L001151,C01423,48494.44,9.2,Active,0,2023-08-02
L000004,C01412,31158.11,4.78,Closed,0,2023-05-26
L000963,C01231,71266.69,10.36,Active,0,2023-12-03
L000313,C01020,39117.51,12.33,Charged Off,1,2024-02-23
L000290,C01507,43484.52,6.39,Closed,0,2023-05-19
L000632,C01658,68564.57,8.77,Closed,0,2023-01-02
L001031,C01441,86325.65,6.74,Active,0,2022-05-05
L000701,C01304,28049.29,10.81,Charged Off,No,2023-01-26
L001010,C01213,23642.37,10.37,Active,0,2024-03-13
L001250,01090,22112.2,6.51,Closed,0,2023-06-28
L001081,C01400,42039.55,9.99,Charged Off,1,2023-08-16
L000689,C01741,93396.0,6.38,Current,0,2024-02-25
L000215,C01571,100498.5,9.54,Active,0,2023-04-09
L000265,C01106,37714 CAD,9.06,Closed,FALSE,2023-01-22
L000807,C01191,36522.74,6.88,active,0,2022-01-12
L001061,C01282,56296.89,7.4,Active,0,2022-03-28
L000868,C01577,42017.05,14.16,Active,FALSE,2023-08-12
L000254,C01168,41590.86,9.22,closed,No,2023-09-06
L000711, C01712 ,89315.45,3.87,Active,0,2024-04-23
L000924,C01540,26601.99,12.36,Charged Off,0,2023-11-14
L000002,C01622,31975.49,15.05,Charged Off,Good,2022-11-15
L000262,C01599,37327 CAD,7.17,Active,0,2023-08-12
L000983,C01012,133746.53,2.2,Active,0,2022-09-26
L000723,C01195,187205.06,9.72,CLOSED,1,2023-07-13
L000392,C01144,59181.08,5.84,Active,0,2022-10-04
L000259, C01765 ,135891.15,4.96,Active,No,2023-03-03
L000878,C01340,70500.87,8.18,Active,0,2022-12-17
L000637,C01840,82452.92,10.80%,Active,0,2022-06-09
L000500,C01196,"69,481",12.87,Active,0,2024-03-26
L000143,C01626,123961.13,10.96,Active,0,2022-01-28
L000691,C01658,14573.46,12.0,Closed,0,2022-02-10
L000623,C01094,57887.7,8.92%,Active,Good,2022-07-23
L000763,C01565,50502.54,12.12,Active,0,2022-08-07
L001057,C01733,21158 CAD,6.3,Active,0,2023-09-26
L000501,C01386,64383.19,10.74,Active,Good,2023-10-25
L000382,C01795,13753.74,10.76,Active,N,2022-02-19
L000159,C01531,113654.41,10.41,Active,N,2022-08-05
L000260,C01230,30817 CAD,5.95,Closed,0,2023-07-22
L000524,C01422,17075.46,6.41,Active,No,2023-05-02
L001143,C01058,39007.58,4.83,Complete,0,2023-06-29
L000052,01335,26030 CAD,7.03%,Active,N,2024-03-10
L000467,1466,151084.81,2.2,Closed,0,2023-08-30
L000197,C01404,"152,844",2.75,Chargeoff,1,2024-03-18
L001179,C01711,"$76,680.14",10.05,Active,0,2023-12-19
L000534,01200,70862 USD,9.83,Active,0,2023-04-14
L000314,C01479,23763.16,11.93,Active,0,2022-08-14
L000448,C01193,190879.11,8.86,Closed,No,2022-11-20
L000459,C01713,136482.13,8.73,Active,1,2022-03-20
L000946,C01095,131197.93,6.16,Active,0,2023-09-28
L000891,C01447,71926.33,9.30%,active,0,2023-05-12
L000279,C01685,96328.29,9.08,closed,0,2024-04-29
L000494,1215,116653.59,13.37,Active,0,2024-03-21
L000810,C01036,40819.42,11.83,Active,0,2023-02-09
L000264,C01810,115870.06,14.56,Active,0,2024-05-13
L001156,C01004,78509.98,8.59%,Active,0,2022-06-26
L000170,C01765,93751 USD,8.4,Active,Good,2022-01-22
L000523,C01373,23051.46,8.14,Active,0,2022-08-03
L000964,C01316,118775.03,7.38%,Closed,1,2024-04-14
L000364,C01414,"$193,717.62",2.2,Active,TRUE,2023-05-31
L000306,C01764,54877.39,11.9,Active,0,2024-04-30
L000234,C01225,32729.38,6.0,Active,0,2023-11-15
L001046,C01592,-130270.31,10.43,Charged Off,1,2022-05-13
L001171,C01396,100586.99,11.23,Active,N,2023-05-16
L000401,C01247,16138.39,16.09,Active,0,2023-01-20
L000921,C01217,38804.92,8.34,Active,1,2023-04-29
L000971,C01396,147843.52,4.71,Active,0,2023-06-21
L000425,1690,151889.57,7.29,Active,0,2024-04-16
L000944,C01786,48603.0,8.05,Active,0,2023-01-27
L000639,C01070,108449 CAD,5.7,Active,No,2023-03-30
L000931,C01350,45291.08,14.07,Active,0,2023-12-27
L000727,C01118,34515.26,11.04,Active,0,2022-04-25
L000758,C01641,24034.55,5.9,Active,0,2023-11-22
L000542,C01423,"150,249",12.0,Closed,1,2022-01-21
L000716,1535,41030 CAD,12.23,Active,0,2022-08-31
L000145,C01722,55752 CAD,9.58,Complete,0,2023-07-22
L000606,C01496,101419 USD,11.48,Active,0,2023-12-18
L000429,1585,211998.12,6.81,Active,1,2023-11-29
L001033,C01729,18587.42,7.61,Active,0,2022-03-14
L000522,C01435,76687.17,150,Active,0,2023-03-01
L000526,C01102,"$156,395.43",11.74,Paid Off,TRUE,2024-02-09
L000202, C01043 ,72639.67,11.6,Active,0,2023-10-14
L001013, C01312 ,134040.07,2.2,Active,0,2022-08-04
L001180,C01815,146041 CAD,7.82,Active,0,2024-01-16
L000840,C01625,21225 CAD,14.06,Active,N,2023-03-08
L000624,C01341,45856.96,7.09,Active,0,2024-03-12
L000588,C01100,46302.59,8.79,Active,0,2023-02-26
L001058,C01384,"$24,197.15",9.73,Closed,FALSE,2023-09-16
L001155,C01284,132013.86,6.14,Written Off,1,2023-08-14
L001189,C01024,104559 CAD,9.3,Current,0,2023-03-30
L000451,C01511,46279.55,6.96,Active,0,2022-10-09
L001150,C01672,72210 CAD,7.39,Active,0,2022-09-03
L001019,C01475,31452.33,5.41,Active,0,2024-01-30
L000207,C01696,"28,499",5.83,Active,0,2022-05-30
L000460,C01231,"$36,010.73",11.03%,Current,0,2023-07-07
L000097,C01226,116865.74,13.11,Closed,1,2022-10-19
L000838,C01203,128803.16,9.89,Active,0,2022-03-27
L001015,C01578,108696.3,10.98,Active,0,2023-01-23
L000996,C01715,38334 CAD,5.35,Active,FALSE,2022-09-25
L000416,C01706,74713.95,11.94,Active,0,2024-03-05
L000841,C01542,89672.22,12.03,Closed,0,2022-02-07
L001004,C01289,35553.14,7.93,charged off,1,2024-05-01
L000283,C01702,83573.77,8.93, Active ,0,2023-02-24
L000937,C01483,20966.98,10.9,Closed,0,2022-03-13
L000213,C01101,41709.27,10.74,Active,0,2022-12-15
L000062,C01217,128041.33,2.37,ACTIVE,0,2022-03-01
L001133,C-01801,43146.75,10.06,Active,0,2023-05-03
L000852,C01234,142413.08,7.41,Active,0,2023-07-24
L000261,C01583,250000.0,6.58,Active,0,2022-06-17
L000974,C01556,"$25,901.11",10.46,Active,Good,2022-04-25
L001128, C01410 ,55322.57,5.13,Active,N,2022-05-01
L000095,C01571,"$106,989.82",9.18,ACTIVE,0,2023-08-09
L001161,C01488,83533.59,8.53,closed,Good,2023-11-14
L000651,01850,97611.58,13.97,Open,0,2022-04-02
L000290,C01507,43484.52,6.39,Closed,0,2023-05-19
L001130,C01066,40367.83,nan,Active,0,2024-04-06
L000941,C01670,82148.7,13.02,Closed,N,2024-01-07
L000990,C01754,197767.74,5.1,Current,0,2024-03-14
L001030,C01239,122509 CAD,12.67,Active,0,2022-03-15
L000885,nan,69487.59,6.12,Active,0,2024-04-04
L000436,C01434,95519.8,6.38,Active,0,2023-05-08
L001201,C01508,"101,020",7.52,Active,1,2023-05-19
L000529,C01588,330808.53,10.72,Closed,0,2022-10-12
L000461,C01517,57736.5,15.12,Active,0,2023-02-11
L000614,C01100,"$94,110.81",8.24%,Active,Good,2023-07-15
L000051,C01687,250000.0,12.7,Charged Off,No,2024-05-24
L000166,C01504,"$53,379.48",9.38,Current,0,2022-05-06
L000749,C01665,44225 USD,10.16,Active,0,2022-11-19
L000087,1059,"42,468",12.91%,Active,0,2023-05-06
L000229,cust_01005,101111.17,5.65,Closed,0,2023-08-21
L000400,C01190,"$62,215.40",5.05,Active,No,2023-03-03
L000793,C01049,23049.78,8.65,Active,0,2024-02-19
L000773,C01094,44392.53,7.96,Active,Yes,2022-10-27
L000741,1131,148660.39,2.2,Closed,0,2022-09-25
L000572,C01833,51154.09,10.89,Closed,0,2024-01-10
L000653,C01195,64333.49,13.11,Active,N,2024-02-29
L000980,C01385,48621.39,6.27,Active,0,2023-03-20
L000820,C01131,84393.33,9.29,Current,0,2023-04-21
L000527,C01339,77020.49,7.52,Charged Off,1,2024-04-09
L000989,C01746,92565 CAD,nan,Active,0,2022-06-09
L000633,C01751,34172.75,3.24,Active,0,2022-05-04
L000509,C01383,64036.62,6.28,Active,0,2022-02-03
L000802,C01031,"$27,952.40",3.33,Active,0,2022-06-28
L000892,C01582,"13,966",10.47,Active,0,2022-05-31
L000581,C01062,60932 CAD,6.02,Active,0,2022-12-29
L000539,C01701,50719 CAD,7.34,Paid Off,0,2023-12-12
L001228,C01070,"95,319",7.86%,Active,0,2023-07-12
L000504,C01458,56091.74,9.36%,Active,0,2023-04-04
L001076,C01682,184016 CAD,8.94,Active,0,2023-09-03
L000822,C01622,41590.45,13.84,Active,Y,2022-05-11
L000041,1588,15647.15,11.55,Active,1,2022-08-20
L000359,C-01108,141448.6,7.84,Charged Off,0,2023-07-02
L000899,C01728,74983.47,11.85%,Paid Off,0,2022-02-17
L000877,C01243,69400 USD,4.63,Active,1,2023-10-05
L000303,C01226,105785 CAD,10.27,Active,0,2023-08-01
L001003,C01280,80938 CAD,4.71,active,1,2022-07-27
L001246,C01088,37430.14,6.89,Active,0,2023-01-16
L000420,C01103,19045.42,6.67,Active,0,2023-04-02
L000920,C01395,52425.08,7.27,Active,0,2022-04-11
L000190,C01671,40154 USD,nan,Active,1,2023-04-29
L000858,C01061,58446.02,7.31,Open,0,2023-05-24
L000483,C01424,153244.7,9.29,Active,0,2022-03-02
L000535,cust_01474,156129.18,5.36,Closed,1,2022-02-09
L000335,C01767,51981.67,9.2,Active,0,2024-01-13
L000137,C01653,40563 USD,7.33,Charged Off,0,2024-02-21
L000973,C01518,75933.32,11.66,Active,0,2022-09-15
L000246,1433,59890 USD,10.05, Active ,0,2023-07-04
L000357,C01338,63880.23,3.92,Active,0,2024-02-15
L000543,1067,15878.05,6.38%,Closed,0,2022-09-09
L000477,C01005,41122.99,12.88,Closed,0,2022-01-02
L000536, C01076 ,250000.0,15.15,Closed,0,2022-01-19
L000326,C01644,29102.02,6.95,Current,0,2022-02-17
L000551,01309,131121.66,12.78,Charged Off,1,2024-02-12
L000360,C01156,27071.41,15.81,Active,0,2022-07-06
L000889,C01140,56974.79,11.34,CLOSED,0,2024-05-22
L000031,01391,33699.38,7.3,Active,FALSE,2022-03-07
L000394,C01495,224894.8,15.7,Closed,0,2022-07-10
L000452,C01258,67784.0,7.45,Closed,0,2023-06-28
L001144,C01733,91690.65,5.9,Active,0,2023-08-10
L000907,1202,"$45,816.64",,Active,0,2022-11-12
L000338,C01173,103014.7,9.47,Closed,0,2023-09-26
L000048,C01040,38527.93,3.05%,Active,0,2022-10-10
L000110,C01471,15174.11,8.01,Active,Default,2024-02-04
L000966,C01056,"104,032",5.1,Active,0,2023-01-11
L001139,C01481,59709 USD,6.7,Active,0,2022-11-27
L000090,C01319,"$97,886.81",10.47%,Charged Off,1,2022-01-28
L001178,C01516,52090.36,10.62,Closed,0,2022-07-25
L000869,C01274,98786.67,16.09,Active,0,2022-04-26
L000975,C01044,103999.38,10.08, Active ,Default,2022-06-21
L000495,C01111,117013 CAD,12.18,active,0,2023-11-19
L000168,C01431,221608 CAD,9.25,Closed,FALSE,2022-03-11
L000138,C01477,"$11,077.94",13.64%,Closed,0,2022-07-24
L000431,C01347,21517.93,9.46,Closed,0,2022-06-05
L000005,C01835,73478.53,8.92,Active,0,2024-05-31
L001183,C01785,40059.98,8.47,Active,0,2022-03-20
L000913,C01685,14853 USD,8.71,Active,0,2022-08-23
L000552,C01239,"$141,291.74",2.2, Active ,0,2022-05-03
L001241,C01604,149451.56,2.99,Active,0,2024-03-06
L000576,C01591,33596.82,unknown,Closed,0,2022-07-04
L001034,C01282,107797.98,12.4,Active,1,2024-06-04
L000847,C01223,"$28,566.98",6.54,Active,0,2024-02-02
L000756,C01414,112615.7,11.21%,Active,Good,2022-02-09
L000180,C01313,24702.99,9.25,Active,0,2023-02-01
L000590,C01728,58005.07,7.25,Active,0,2023-05-29
L000703,C01447,"51,368",9.2,Active,Yes,2024-01-14
L000498,C01357,-103257.73,9.01,Closed,0,2023-12-13
L000670,C01788,58840.02,8.01,Active,0,2022-11-28
L000240,01233,"$155,579.75",6.17,Active,0,2022-01-21
L000979,C01004,19108.26,7.42,Open,0,2023-02-15
L001089,C01198,"$83,980.65",7.15,Closed,0,2022-06-04
L000455,C01184,173799.6,6.6,Active,1,2023-02-18
L001101,C01514,51395.38,4.54,Active,0,2023-11-23
L001166,C01594,"$67,882.62",6.00%,Active,0,2024-03-27
L000481,C01221,64111.9,8.72,Charged Off,1,2022-03-01
L000830,1506,181038.3,3.03,Open,0,2023-09-18
L001223,C01474,21925.34,7.4,Current,No,2023-08-02
L000824,C01250,"56,119",11.14,Chargeoff,Y,2022-08-23
L000255,C01512,74972.34,11.04,Current,0,2024-02-29
L000147,C01783,17626.72,9.61,Active,0,2022-09-16
L000556,C01068,-54840.73,5.11,Active,0,2023-03-14
L000285,C-01534,41881.22,9.77,Active,0,2022-02-26
L000775,C01038,166904.47,10.29,Charged Off,Y,2022-03-21
L001097,C01685,361888.63,6.36,Active,0,2022-12-01
L001086,C01294,120228.94,11.57,Current,0,2022-03-31
L001068,C01455,221451.99,6.98,Active,0,2024-01-17
L001087,C01618,227424.23,7.75,Closed,0,2022-10-10
L000928,C01273,30141.87,9.24%,Active,0,2023-04-17
L000315,C01514,240169.57,7.06,Closed,N,2022-08-14
L000641,C01742,70396.68,9.77,Closed,0,2023-05-06
L000961,C01265,-398947.87,5.15,Active,0,2024-05-15
L000787,C01244,"119,705",6.09,Active,Default,2023-05-26
L000706,C01205,73595 CAD,unknown,Active,N,2024-01-29
L000071,01785,34373.59,7.38,Closed,0,2023-08-09
L001092,C01439,32978 CAD,6.47,active,1,2024-05-09
L000843,C01741,76708.32,250,Closed,0,2023-01-14
L000153,C-01800,97664.89,13.19,Active,Y,2023-07-02
L000629,C01106,71804 CAD,9.13,Active,FALSE,2023-03-08
L000482,C01131,"$174,829.31",7.35,Active,0,2022-04-15
L000177,C01041,67775 USD,6.22,Current,1,2024-06-04
L000790,C01090,331040.31,5.48,Active,1,2023-10-21
L000156,C01116,29306.29,8.0,Active,0,2022-04-15
L000972,C01548,60088 CAD,8.08,Active,1,2022-08-01
L000450,C01263,"$102,046.74",6.58,Closed,0,2023-06-23
L000091,C01259,57366.87,7.53,Closed,Good,2024-03-09
L001111,C01608,60801.47,8.86,Closed,0,2023-12-23
L000033,C01435,83874.53,6.51,Closed,0,2023-09-16
L000772,C01163,60697.28,13.3,Active,0,2023-08-20
L000139,C01748,25456.22,2.93,Charged Off,1,2022-11-12
L001021,C01840,28156.12,5.45,Active,0,2022-03-23
L000874,C01690,175082.52,8.59,Active,0,2023-09-28
L000882,C01843,36034 USD,8.1,Active,0,2022-05-16
L000288,C01776,"$49,015.95",9.09,Active,0,2024-03-07
L000206,C01660,129704.43,4.78, Active ,0,2022-11-19
L001084,C01345,161896.25,2.2,closed,0,2024-04-25
L000336,C01550,86956.46,5.71,Active,0,2023-08-21
L000496,C01399,20550 CAD,9.34%,Closed,0,2022-09-13
L000032,C01664,102223.24,9.13,Charged Off,Default,2023-05-09
L000729,C01613,73501.65,7.39,Active,Good,2022-03-19
L000113,C01370,"110,292",10.05,Charged Off,1,2023-07-11
L001148,C01847,"161,721",11.79,Charged Off,1,2024-01-30
L001080,C01762,"$62,984.49",8.27,Active,0,2022-06-04
L000608,C01627,74864.55,10.46,Active,0,2022-06-18
L000994,C01585,187606.39,11.12,Closed,0,2023-08-05
L000059,C01107,48886 CAD,11.36,Active,0,2022-03-06
L000183,C01646,154180.47,2.77,Active,0,2023-08-16
L000354,1690,102019.44,7.7,Active,0,2022-07-15
L000256,C01127,21824.17,6.74,Active,0,2023-05-02
L000082,C01390,401999.93,10.58,Active,0,2024-02-26
L000010,C01740,29957.31,10.91,Charged Off,Yes,2023-05-25
L000982,C01840,72538.11,6.46,Active,0,2023-09-15
L000017,C01009,"$45,269.33",7.2,Active,No,2022-08-16
L000817,C01776,"64,058",12.78,Active,0,2022-09-19
L001049,C01129,63752.54,12.93,Active,0,2022-01-06
L000762,C01781,52316.71,8.61,Active,0,2022-09-12
L000745,C01493,"16,439",12.23,active,0,2022-10-02
L000327,C01648,24345 CAD,8.65,Closed,0,2023-01-11
L000579,C01579,39499.79,5.49,Active,0,2024-03-10
L000728,C01786,48778.72,8.24,Active,0,2022-07-23
L000018,C01526,84536 USD,12.84,Active,0,2022-10-15
L001033,C01729,18587.42,7.61,Active,0,2022-03-14
L000998,C01430,65484.96,8.72,Active,0,2023-02-05
L000776,C01612,43746.88,10.59,Active,1,2023-10-22
L000304,C01559,"$76,646.22",9.53,Active,FALSE,2023-09-24
L000043,C01341,12796 USD,150,Charged Off,1,2023-12-03
L000366,C01774,"176,752",6.76,Closed,0,2022-01-26
L001129,C01134,74122.93,6.25,active,Good,2022-12-24
L001236,C01701,93912.93,8.74,Active,0,2022-05-08
L000148,C01357,45952.36,5.58,active,0,2022-06-22
L000355,C01456,49742.08,8.77,Closed,0,2022-07-01
L000433,nan,105740.13,9.41,Closed,0,2024-05-28
L000753,C01614,57623 CAD,9.35,Closed,0,2023-12-29
L000709,C01181,22048 CAD,2.2,Active,0,2022-02-04
L000708,C999105,117666.84,9.59,Active,1,2022-04-22
L000510,C01278,148640.19,12.02,Active,1,2023-06-30
L000865,C01219,117023.48,8.46,Current,Yes,2023-10-19
L000045, C01183 ,44031 CAD,10.57,active,0,2022-09-18
L001225,C01417,43980.3,10.43%,Active,0,2023-11-09
L000965,C01186,215105.4,9.92,Active,0,2023-09-12
L000535,cust_01474,156129.18,5.36,Closed,1,2022-02-09
L000638,C01539,160627.07,8.82%,Charged Off,1,2023-03-20
L000658,C01649,185833.72,11.66,Paid Off,0,2023-02-07
L000569,C01849,250000.0,9.24,Active,0,2022-05-28
L000127,C01328,"$250,000.00",10.64,ACTIVE,1,2022-08-29
L000799,C01761,31199.26,12.66,Active,0,2022-04-11
L000791,1670,91663.54,16.09,Active,0,2023-06-01
L000680,C01369,130025.61,11.7,charged off,1,2024-04-12
L000927, C01443 ,64712.62,15.46,Current,0,2022-11-06
L001124,cust_01562,74632.37,9.3,Charged Off,1,2022-08-04
L000570,C01249,163816.96,15.78,Active,0,2023-12-24
L000302,C01416,58270.49,11.99,Active,1,2023-04-18
L000371,C01066,56273.56,8.84,Active,0,2022-01-29
L000323,C01678,50416 CAD,8.42,Active,N,2023-10-25
L000978,C01171,"$24,021.98",7.12,Active,0,2022-06-08
L000940,C01051,41102.44,11.19,Active,N,2023-01-13
L001244,C01845,"250,000",7.43,Active,0,2022-01-06
L000930,C01026,"$17,976.40",5.17,Active,No,2024-04-24
L000884,C01142,66853.52,9.08,Active,N,2023-02-22
L000225,C01458,55597.86,5.94,Active,0,2023-02-24
L000294,C01706,81399.31,12.17,Active,0,2022-03-31
L000564,C01401,81839.92,5.6,Active,0,2024-03-24
L000678,C01505,"39,247",-3,Active,0,2022-06-07
L000857,C01117,"19,064",8.94,Closed,No,2023-12-08
L000060,C01655,44188.54,12.67,Closed,0,2023-01-22
L000985,1391,56907.33,11.39,Open,0,2023-07-03
L000862,C01493,37139 USD,6.84,Current,1,2022-03-21
L000778,C01606,65539.46,150,Active,0,2023-08-06
