payment_id,loan_id,payment_amount,payment_date
PMT0004727,L001185,26338 CAD,2023-02-06
PMT0002943,L000732,6191.64,2023-10-20
PMT0001145,L000290,9825.95,2023-12-10
PMT0003184,L000797,3370.49,2024-05-09
PMT0002017,L000503,5928.22,2024-01-04
PMT0004719,L001182,10675.26,2025-08-11
PMT0000283,L000067,5715.75,2024-04-07
PMT0002198, L000550 ,2853.34,2022-10-03
PMT0004121,L001024,1656.77,2024-09-16
PMT0000230,L000056,6256.58,2024-04-20
PMT0001257,L000316,6040.3,2024-11-27
PMT0002975,L000740,2049.66,2023-09-13
PMT0001583, L000396 ,4358.82,2022-06-25
PMT0004760,L001194,4253.95,2024-07-28
PMT0000019,L000004,4287.87,2024-01-30
PMT0000083,L000022,4897.18,12/03/2025
PMT0001739,L000436,10391.44,2024-11-13
PMT0004103,L001019,1602.89,2025-06-16
PMT0000450,L000111,3989.92,2025-02-10
PMT0003339, L000836 ,24441.02,2025-09-26
PMT0000530,L000128,5350.15,2023-08-22
PMT0002223,L000555,14248.02,2023-10-16
PMT0004038,L001005,5332.63,2024-07-14
PMT0000120,L000029,17246.4,2023-07-20
PMT0001412,L000350,1603.13,2022-09-30
PMT0003536,L000881,8117.38,2024-05-10
PMT0001947,L000484,6249.88,2022-10-14
PMT0002163,L000539,23097.31,2024-07-18
PMT0000718,L000181,1554.36,2024-06-10
PMT0004071,L001012,6870.12,2025-12-05
PMT0004279,L001065,2224.61,2024-03-19
PMT0002219, L000555 ,12160.34,2024-05-16
PMT0001120,L000285,3435.63,2022-12-07
PMT0001097,L000276,1081.3,2024-08-23
PMT0000784,L000196,"2,428",2023-08-02
PMT0000219,L000054,19092.82,2024-07-16
PMT0000889,L000225,2753.38,2024-09-16
PMT0000015,L000003,1488.55,2024-03-09
PMT0003684,L000915,6061.98,04/25/2025
PMT0001378,L000342,6618.59,2022-12-08
PMT0004707,L001179,7226.11,2024-04-12
PMT0001772,L000444,8668.01,2023-03-21
PMT0004472,L001119,13008.57,2025-12-09
PMT0003169,L000794,4366.69,2022-08-19
PMT0000522,L000126,6927.5,2025-05-20
PMT0004730,L001186,16771.88,2023-07-14
PMT0004946,L001240,13452.09,2023-09-23
PMT0003664,L000911,7846.0,2023-11-03
PMT0003608,L000898,3692.11,2023-05-25
PMT0003448,L000861,19274.5,2023-03-09
PMT0004278,L001065,1100.54,2025-04-04
PMT0001441,L000358,"$7,214.11",2024-05-30
PMT0000453,L000112,6650.48,2024-07-09
PMT0002021, L000504 ,13342.51,2024-12-28
PMT0003201,L000800,10567.01,2022-11-01
PMT0001352,L000336,12213.33,2024-05-09
PMT0004740,L001188,"5,231",2023-04-28
PMT0000758,L000190,2139.34,2024-08-09
PMT0000054,L000013,3638.93,2024-01-05
PMT0000673,L000168,47677.62,2022-07-28
PMT0000794,L000197,7741.36,2024-04-19
PMT0004682,L001172,18861 CAD,2022-06-09
PMT0003756,L000934,3057.46,2025-12-15
PMT0001295,L000323,8412.02,2025-10-19
PMT0002176,L000544,"$2,301.23",2024-09-24
PMT0000804,L000201,3210.18,2025-04-03
PMT0004967, L001246 ,4829.71,not available
PMT0001146,L000291,4773.17,2023-08-22
PMT0000568,L000136,3589.49,2023-07-24
PMT0001536,L000381,38125.72,2024-11-02
PMT0003296, L000824 ,1761.37,2023-11-08
PMT0000188,L000047,9708.16,2024-04-09
PMT0002338,L000586,7661.04,2023-08-05
PMT0000931,L000235,9001.72,2024-01-07
PMT0004117,L001023,8095.55,2024-04-24
PMT0002929,L000730,11359.41,2024-12-21
PMT0001549,L000384,11301.3,2024-03-23
PMT0001266,L000318,"10,488",2024-11-20
PMT0003082, L000775 ,7700.28,2022-04-21
PMT0001318,L000328,7517.27,2025-12-21
PMT0000715,L000180,4507.16,2024-08-25
PMT0002892,L000718,unknown,2024-10-28
PMT0003343,L000837,"$16,659.67",2023-09-29
PMT0004501,L001126,501.83,2023-03-27
PMT0001645,L000413,8264.96,2024-04-16
PMT0003857,L000958,12996.22,2023-12-16
PMT0004122,L001024,934.99,2024-12-02
PMT0004206,L001046,10024.93,2024-01-20
PMT0004585,L001147,3369.45,2023-10-15
PMT0002694,L000668,4078.88,2023-10-06
PMT0000137,L000035,485.19,2024-03-01
PMT0000805,L000201,5266.74,2025-01-18
PMT0003143,L000788,3358.0,2025-01-21
PMT0003723,L000926,2132.54,2024-08-06
PMT0000141,L000035,277.37,2025-01-18
PMT0000891,L000225,6868.81,2023-08-03
PMT0000941,L000237,24000 CAD,2024-09-30
PMT0000741,L000187,4301.58,2024-04-23
PMT0003358,L000841,13712.82,2023-08-26
PMT0000755,L000190,-6997.29,2024-04-20
PMT0000250,L000060,7059.75,2024-02-24
PMT0000691,L000173,8775.55,2024-09-09
PMT0003576,L000890,3853.44,2023-04-11
PMT0001827,L000458,37630.42,2023-08-06
PMT0000415,L000102,5458.46,2025-08-24
PMT0000761,L000191,9177.66,2023-03-27
PMT0004677,L001170,19887.12,2024-07-09
PMT0002495,L000623,"$7,037.82",2024-04-26
PMT0002583,L000643,5861.78,2024-08-21
PMT0001186,L000301,10868.56,2023-11-24
PMT0000189,L000047,6513.4,2022-10-20
PMT0002917,L000727,4187.39,2022-12-24
PMT0001671,L000419,"$3,192.32",2024-06-28
PMT0001890,L000470,2755.36,2024-04-08
PMT0001516,L000376,7351.5,2023-03-21
PMT0002890,L000717,3572.6,2024-05-17
PMT0002770,L000690,7387.65,2023-07-24
PMT0003769,L000936,18004.79,2025-03-24
PMT0003391,L000849,"$1,141.13",2023-02-03
PMT0002460,L000616,"2,400",2024-09-29
PMT0002325,L000584,11241.07,2024-11-01
PMT0000236,L000058,1536.85,2026-03-20
PMT0000498,L000122,4746.4,2024-02-22
PMT0001161,L000296,5427.39,2022-10-28
PMT0000830,L000209,6582.75,2023-03-21
PMT0004675,L001169,30908.71,2023-01-31
PMT0004099,L001018,8768.4,2025-11-29
PMT0000856,L000217,1252.85,2025-07-31
PMT0003113,L000781,15601.47,2025-01-07
PMT0002522,L000630,4673.16,2024-06-30
PMT0000417, L000103 ,48549.16,2023-03-25
PMT0003898,L000969,5923.96,2023-02-27
PMT0000580,L000139,2016.25,2024-06-16
PMT0001606,L000402,"$5,792.40",2024-12-31
PMT0000057,L000013,unknown,2024-07-15
PMT0002960,L000737,2761.59,2025-05-13
PMT0004366,L001088,5406.88,2024-04-30
PMT0001076, L000269 ,67752.59,2022-12-09
PMT0002374,L000595,2654.04,2023-06-13
PMT0004316,L001075,23018.81,not available
PMT0000749,L000189,13122.7,2024-09-13
PMT0000262,L000063,10595.23,2024-03-18
PMT0004790,L001199,3417.71,2022-07-25
PMT0002306,L000578,31636.88,2023-03-04
PMT0000662,L000163,unknown,2025-11-06
PMT0002544,L000634,9817.98,2024-02-08
PMT0001876,L000467,64841.75,2024-04-20
PMT0004392,L001093,3616.52,2024-06-19
PMT0003654,L000908,10582 CAD,2024-02-24
PMT0004261,L001061,5746.73,2022-11-15
PMT0002782,L000693,56550.48,2024-01-22
PMT0000638,L000155,-15770.73,2023-03-14
PMT0001016,L000254,8544.58,2024-01-22
PMT0004179,L001039,7099 CAD,2024-01-27
PMT0001267,L000318,16382.17,2024-08-06
PMT0003856,L000958,-10991.33,2024-07-31
PMT0000126,L000030,nan,2025-06-20
PMT0001103,L000278,38233.13,2025-07-13
PMT0001831,L000459,15240 CAD,2023-03-23
PMT0002105,L000525,"$4,866.75",2023-03-20
PMT0000605, L000145 ,9419.38,2023-09-11
PMT0002730,L000676,3440.08,2024-04-16
PMT0000094,L000024,4000.96,2022-04-23
PMT0000724,L000184,1264.63,2023-11-18
PMT0004503,L001126,635.59,
PMT0002512,L000628,7753.76,2023-06-04
PMT0000672,L000167,33973.71,2023-07-14
PMT0001286,L000322,-4950.42,2026-03-07
PMT0000373,L000092,14007.52,2024-11-24
PMT0002675,L000664,31046.81,2023-07-10
PMT0003754,L000933,3468.12,2024-07-10
PMT0002938,L000732,6841.21,2024-02-07
PMT0000487,L000119,12816.87,2025-10-20
PMT0002481,L000621,4840.04,2023-09-18
PMT0003054,L000766,9894.28,2025-05-20
PMT0000997,L000250,4917.48,2024-03-17
PMT0001001,L000251,7975.7,2023-03-13
PMT0000627, L000150 ,10476.45,2023-03-29
PMT0000738,L000187,1342.26,2025-02-21
PMT0004371,L001089,"22,567",2023-12-07
PMT0001322,L000329,14282.21,2024-12-18
PMT0001951,L000486,21717.99,2023-12-03
PMT0000936,L000236,2085.9,2024-02-28
PMT0003748,L000932,9890.08,2023-09-26
PMT0003186,L000798,27733.58,2023-05-21
PMT0001669,L000418,10640.96,2023-10-06
PMT0003680,L000915,8993.15,2024-01-23
PMT0001907,L000474,"$2,957.13",2025-08-31
PMT0001665,L000417,4649.6,2025-06-08
PMT0002553,L000637,4765.48,2024-05-30
PMT0001139,L000289,10855.49,2023-08-21
PMT0004255,L001057,4910.46,2024-06-25
PMT0002954,L000736,1903.75,2025-02-09
PMT0002772,L000690,5879.63,2023-10-26
PMT0001034,L000259,13307.57,2024-08-30
PMT0002359,L000592,1998.63,2023-07-31
PMT0002599,L000648,10338.98,05-Oct-2024
PMT0000988,L000247,2653.96,2022-12-09
PMT0004672,L001168,6133.13,2026-04-12
PMT0001547,L000384,7282.02,2025-03-16
PMT0001486,L000368,"$10,674.43",2024-09-29
PMT0001407,L000349,10003.69,2023-12-09
PMT0003384,L000846,8590.59,2024-04-15
PMT0003449,L000861,25056.21,06/14/2023
PMT0004514,L001130,12816.85,2026-03-12
PMT0004221,L001048,11411.68,2024-12-14
PMT0004500,L001125,4880.73,2024-04-01
PMT0002865,L000711,"9,459",2025-12-26
PMT0002388,L000598,"15,489",2023-08-18
PMT0002915,L000726,7305.84,2024-09-30
PMT0003757,L000934,4399.77,2024-04-11
PMT0000940,L000237,10631.84,2025-07-02
PMT0003265,L000816,11875.62,2024-07-25
PMT0001132,L000287,10638.08,2024-02-09
PMT0003257,L000813,7763.11,2024-12-22
PMT0000116,L000028,1352.81,2023-11-22
PMT0003706,L000921,3282.45,2024-05-28
PMT0001491,L000370,16841.37,2024-02-19
PMT0000812,L000203,10556.16,2023-04-24
PMT0000921,L000233,4869.83,2024-09-01
PMT0000958,L000241,8071.65,2024-04-18
PMT0002183,L000546,26512.05,2023-08-22
PMT0000629,L000151,10916.1,2024-10-31
PMT0004963,L001245,15335.33,2024-09-17
PMT0002354,L000592,1199.75,2023-11-27
PMT0002038,L000508,21427.7,2024-07-19
PMT0000950,L000239,"7,960",2025-08-23
PMT0000106,L000027,1264.22,2024-08-05
PMT0002499,L000625,5890.61,2022-03-31
PMT0003688,L000916,15095.21,2024-09-02
PMT0000824,L000208,1216.43,2025-05-26
PMT0003872,L000962,18174.45,2024-11-14
PMT0002666,L000662,14144.71,2025-05-22
PMT0004455,L001115,29800.84,2023-06-27
PMT0002708,L000671,"$2,402.53",2025-01-01
PMT0000543,L000130,8160.52,2024-04-27
PMT0004732,L001187,20812.62,2024-03-31
PMT0001740,L000436,4743.03,2023-12-25
PMT0000292,L000070,5091.39,2023-03-06
PMT0002106,L000525,"$4,249.23",2023-12-31
PMT0002234,L000558,5850.87,2024-12-27
PMT0004170,L001037,733.12,2024-05-23
PMT0001983,L000492,6706.49,02/12/2024
PMT0001421,L000352,11903.62,2023-08-31
PMT0001980,L000492,7547.0,2024-02-25
PMT0004805,L001202,62376.52,2022-08-07
PMT0003987,L000992,1926.98,2023-03-20
PMT0000833,L000210,5935.41,2023-10-04
PMT0002014,L000503,7459.03,2024-03-16
PMT0001215,L000308,8964.37,2024-02-01
PMT0001226,L000310,2656.24,2025-03-02
PMT0004942,L001239,3846.25,2023-12-23
PMT0000618,L000149,"10,026",2024-06-18
PMT0003988,L000992,3289.16,2023-05-05
PMT0003274,L000817,10109.25,2022-12-02
PMT0000981,L000245,30933.15,02-Oct-2024
PMT0004846,L001214,19768.07,2024-08-03
PMT0000170,L000042,8882.72,2024-04-08
PMT0004508,L001129,9246.79,2023-11-19
PMT0000613,L000146,7122.26,08/13/2025
PMT0002233,L000558,5435.63,2024-10-06
PMT0003711,L000922,17341.44,2026-01-20
PMT0004582,L001146,4292.18,2025-07-12
PMT0004374,L001090,58967.83,2024-07-12
PMT0000459,L000114,21873.96,2026-03-20
PMT0000222,L000055,6437 CAD,2022-11-11
PMT0003233,L000808,24613.09,2025-04-19
PMT0001272,L000320,1852.0,2024-06-19
PMT0004456,L001116,1925.5,2025-11-04
PMT0000140,L000035,184.43,2023-12-01
PMT0002278,L000570,12352.66,2025-06-04
PMT0001216,L000308,16817.99,2023-05-12
PMT0003822,L000950,10873.92,2024-05-04
PMT0003010,L000750,3167.73,2022-10-22
PMT0000227,L000056,unknown,2022-11-11
PMT0004155,L001032,13722.86,2024-08-11
PMT0004199, L001045 ,668.94,2024-08-09
PMT0002282,L000571,25290.54,2025-10-30
PMT0001853,L000462,7570.78,2022-03-29
PMT0003425, L000855 ,26105.49,2025-05-29
PMT0003969,L000989,"$9,887.90",2023-11-09
PMT0004049,L001008,3001.39,2024-03-17
PMT0002540,L000633,3641.54,2023-09-30
PMT0000899,L000228,10501.15,2024-12-22
PMT0003985,L000992,953.78,2024-07-31
PMT0001523,L000378,8923.74,2023-11-04
PMT0000514,L000124,4897.36,2024-01-15
PMT0004650,L001162,38557.07,2023-02-11
PMT0002727,L000676,3152.36,2023-11-09
PMT0000865,L000219,-3622.63,2025-02-04
PMT0000554,L000132,11533.05,2024-04-09
PMT0004713,L001180,10139.21,2024-08-16
PMT0000354,L000088,8181.71,2026-01-21
PMT0003662, L000910 ,"$4,780.84",2022-09-22
PMT0002431,L000608,4955.35,2024-03-16
PMT0003836,L000954,6827.03,2024-11-09
PMT0002700,L000670,2381.59,2024-10-07
PMT0002297,L000575,15169.12,2023-12-28
PMT0000795,L000197,9045.84,2025-11-10
PMT0003821, L000950 ,unknown,2024-09-24
PMT0000342, L000086 ,"6,587",2023-10-13
PMT0000515,L000124,2011.18,2024-09-24
PMT0001634,L000410,"$12,471.25",2024-03-15
PMT0001966, L000489 ,10586.01,2023-10-04
PMT0002641,L000657,15360.91,2025-07-30
PMT0000526,L000126,12010.18,2024-06-01
PMT0003146,L000789,11933.79,
PMT0004766,L001195,3210.22,2022-11-20
PMT0003816,L000949,4129.98,2023-12-02
PMT0001892,L000470,1485.16,2022-08-19
PMT0003260,L000815,7838.54,2024-04-11
PMT0004248,L001055,17908.64,2022-11-12
PMT0001448, L000360 ,3158.91,2023-05-18
PMT0004380,L001091,6262.46,2022-12-26
PMT0004090,L001017,4249.64,02/15/2024
PMT0000918,L000232,"$2,099.52",2025-08-21
PMT0001399, L000347 ,52762.04,2025-01-11
PMT0002113,L000526,34925.28,2024-09-29
PMT0001670,L000418,3474.32,2024-02-06
PMT0001482,L000367,3214.26,2024-05-23
PMT0003441,L000859,12111.9,2024-09-25
PMT0001096,L000276,1134.28,2023-12-09
PMT0003459,L000863,37647.72,2024-09-23
PMT0002256,L000565,958.22,2025-09-23
PMT0004690,L001174,19672.63,2023-10-18
PMT0000769,L000192,1616.01,2024-02-25
PMT0003584,L000891,18393.8,2024-05-01
PMT0001251,L000314,1765.61,2023-09-10
PMT0004843,L001213,1944.43,2024-07-09
PMT0004572,L001144,12969.59,2025-07-25
PMT0001372,L000340,42701.35,2023-06-24
PMT0000322,L000080,3379.11,2023-06-23
PMT0002305,L000577,2459.89,2026-05-16
PMT0001202,L000305,6864.12,2023-08-16
PMT0003121,L000784,13530.56,2024-10-07
PMT0004136,L001028,14421.9,2025-04-07
PMT0001490,L000369,unknown,2022-09-20
PMT0000368,L000091,16391.77,2024-07-04
PMT0004783,L001198,5600.46,2023-10-18
PMT0004427,L001104,1984.57,08/15/2024
PMT0001901,L000472,16708.21,2024-08-30
PMT0002642,L000658,34119.95,02/06/2024
PMT0002531, L000632 ,9830.9,2024-01-22
PMT0004344,L001082,19049.98,08/11/2024
PMT0002250,L000562,23473.76,2024-01-25
PMT0000423,L000105,20171.49,2024-01-16
PMT0002071,L000515,4405.91,2024-07-27
PMT0002320,L000583,14953.99,2023-06-24
PMT0004282,L001066,1825.58,2024-08-12
PMT0004088,L001016,22960 CAD,2024-08-31
PMT0001432,L000356,-16748.5,2024-09-07
PMT0001443,L000358,6437 CAD,2024-05-17
PMT0004101,L001019,1778.7,2024-06-16
PMT0001863, L000464 ,2424.47,2024-05-29
PMT0001549,L000384,11301.3,2024-03-23
PMT0002158,L000538,3772.39,2025-07-01
PMT0000556,L000133,110638.87,2025-02-14
PMT0004556,L001138,8577 CAD,2024-11-08
PMT0004712,L001180,7328.91,2024-12-28
PMT0002335,L000586,7802.79,2024-09-27
PMT0000492,L000120,13958.71,2023-07-23
PMT0001222,L000309,95616.88,2025-03-27
PMT0001586, L000396 ,5327.85,2024-01-26
PMT0004461,L001116,2093.06,2025-02-14
PMT0002150,L000535,37444.68,2022-10-30
PMT0004094,L001017,3760.04,2023-09-18
PMT0003031,L000757,36244.62,2024-01-22
PMT0001815,L000454,3172.71,2024-05-12
PMT0004210,L001046,8877.03,2022-08-03
PMT0003266,L000816,13333.68,2024-09-15
PMT0000601,L000144,1620.94,2023-12-22
PMT0000240,L000059,2593.19,2023-01-22
PMT0000351,L000088,7331 CAD,2025-08-23
PMT0001852,L000462,7400.57,2023-06-16
PMT0004051,L001009,5292.53,2025-04-13
PMT0004938,L001238,"$12,043.12",2024-02-23
PMT0003196, L000799 ,2540.23,2022-05-25
PMT0002687,L000667,3890.35,2025-04-02
PMT0004097,L001018,12549.0,2025-10-07
PMT0002919,L000727,5682.42,2023-08-24
PMT0000823,L000208,1036.57,2023-12-18
PMT0001194,L000303,6338.17,2024-02-25
PMT0000444,L000108,3664.76,2024-12-02
PMT0002643,L000658,37564.49,2023-10-30
PMT0004899,L001228,6645.59,2023-08-12
PMT0000193,L000049,14377.55,2025-08-08
PMT0004482,L001121,18256.62,2024-02-06
PMT0004439,L001107,14689.94,2024-04-08
PMT0003064,L000770,nan,2023-06-25
PMT0001366,L000339,972.76,2025-03-10
PMT0004060,L001010,2368.43,2024-04-26
PMT0001923,L000477,5049.06,2022-10-09
PMT0001861,L000464,3583.81,2023-10-31
PMT0003100,L000778,6201 CAD,2023-12-04
PMT0004291,L001068,15145.86,2024-10-30
PMT0001978,L000491,2528.41,2022-10-08
PMT0003890,L000967,6210.15,
PMT0000383,L000096,5331.98,2023-10-05
PMT0000862,L000218,6462.21,2023-05-25
PMT0000199,L000050,"7,348",2024-10-28
PMT0002674,L000663,4730.48,2023-11-28
PMT0002159,L000538,6724.84,2024-09-27
PMT0000643,L000156,11581.33,2023-05-07
PMT0001354,L000336,"$11,822.66",2023-12-21
PMT0004664,L001165,5424.68,2025-04-29
PMT0002690,L000667,3724.9,2025-11-28
PMT0001672,L000419,4266.68,2024-09-05
PMT0003701,L000920,5633.21,2023-02-01
PMT0002421,L000605,21669.83,2024-11-21
PMT0000435,L000107,6810.49,2024-01-25
PMT0001589,L000398,8352.45,2025-04-17
PMT0001196,L000304,4866.08,2024-02-19
PMT0001248,L000314,2027.99,2022-09-27
PMT0001578,L000394,247047.33,2024-01-12
PMT0004976,L001247,"$3,442.68",2022-12-14
PMT0001021,L000255,6068.05,2024-08-21
PMT0003510,L000875,16125.05,2023-04-27
PMT0002130,L000530,11038.65,2024-03-15
PMT0002102,L000524,836.27,2025-01-12
PMT0000732,L000186,5541.25,2024-07-12
PMT0001305,L000325,5970.7,2023-07-11
PMT0000603,L000144,1885.17,2023-10-07
PMT0000232,L000057,46798.92,2025-11-11
PMT0004852,L001215,8685.31,2024-03-07
PMT0001018,L000255,3668 CAD,2026-01-03
PMT0000720,L000182,58358.65,2024-09-14
PMT0003507,L000874,6837.73,2025-02-11
PMT0000880,L000223,14415.5,2023-10-05
PMT0001974,L000491,2707.2,2024-03-22
PMT0001300,L000325,15219.8,2023-03-08
PMT0001946,L000484,9770.99,2022-12-16
PMT0001136,L000288,9921.69,2024-07-05
PMT0002577,L000642,888.05,2023-10-19
PMT0000539,L000129,5445.03,2024-11-22
PMT0001113,L000283,12085.38,2024-08-23
PMT0002658,L000660,11970.31,2023-02-11
PMT0001497,L000371,3263.55,2023-03-03
PMT0001426,L000354,9238.0,2024-02-10
PMT0000231,L000057,,2024-11-21
PMT0002870,L000712,5882.15,2025-05-15
PMT0004140,L001029,1788.88,2024-02-15
PMT0003487,L000870,15191.48,2023-10-30
PMT0001604,L000402,7732.36,2024-07-28
PMT0003587,L000892,2277.73,2024-04-18
PMT0002532,L000632,11210.6,2023-04-04
PMT0003810,L000946,18943.7,2024-08-07
PMT0003055,L000766,"$7,501.85",2025-03-09
PMT0003219,L000804,6440.51,2025-09-11
PMT0000704,L000176,33212.61,2025-02-13
PMT0000436,L000107,7728.55,2024-12-20
PMT0002380,L000596,3195.25,2025-07-05
PMT0002964,L000737,-2854.69,2024-12-31
PMT0003097,L000778,7017.92,2024-02-12
PMT0002122, L000528 ,"$2,736.85",2024-04-22
PMT0004777,L001197,-11080.53,2024-11-23
PMT0000813,L000204,36340.46,2024-09-19
PMT0004442,L001109,46586.5,2023-04-15
PMT0000272,L000065,39074.74,2024-04-25
PMT0004292,L001068,17006.21,2024-11-02
PMT0002020, L000504 ,9647.71,2023-08-30
PMT0001635,L000410,11087.53,2023-03-04
PMT0002858,L000709,1547.27,2023-06-27
PMT0000096,L000024,1730.91,2023-01-22
PMT0002856,L000709,4163.86,2023-01-09
PMT0002737,L000678,3766.58,2023-08-27
PMT0003164,L000793,838.4,2024-12-17
PMT0000489,L000119,19363.52,2025-08-02
PMT0003112,L000781,13911.17,2025-11-29
PMT0002988,L000744,4596.53,2023-06-04
PMT0000053,L000012,37947.88,2024-03-28
PMT0000340,L000086,11498.29,2024-04-23
PMT0000973,L000243,11371.67,2024-04-08
PMT0000901,L000229,16761 CAD,2024-08-23
PMT0002114,L000526,34308.45,2024-11-17
PMT0004258,L001059,8056.19,2023-06-05
PMT0003692,L000919,1928.76,2026-03-19
PMT0004628,L001157,3952.46,2023-05-09
PMT0003087,L000776,3490.26,2024-02-14
PMT0000507,L000123,5182.81,2025-03-06
PMT0000047,L000009,2495.49,2023-10-24
PMT0004474,L001119,16716.63,2025-04-10
PMT0003318,L000829,7712.72,2023-07-29
PMT0004263,L001061,8411.19,2024-01-02
PMT0001906,L000474,4411.34,2025-05-07
PMT0004275,L001065,909.11,2025-10-25
PMT0001109,L000280,4423.95,2022-04-03
PMT0004524,L001132,2039.92,2024-12-03
PMT0003095,L000778,3246.31,2024-02-09
PMT0001630,L000409,1442.01,2025-07-31
PMT0000297,L000070,6556.96,2023-08-06
PMT0000181,L000045,2560.87,2023-07-19
PMT0001465,L000363,2678.18,2024-10-24
PMT0002343,L000588,13983.02,2024-07-08
PMT0002317,L000582,6469.57,2024-09-10
PMT0002309,L000579,4317.65,2024-09-10
PMT0004411,L001098,6875.53,2024-11-04
PMT0004286,L001067,20104.82,2024-04-03
PMT0002972,L000740,2184.17,2022-09-18
PMT0004400,L001095,unknown,2024-12-29
PMT0001505,L000373,5305.8,2025-04-29
PMT0002994,L000745,1819.99,2024-05-18
PMT0004841,L001213,1864.45,2024-07-23
PMT0002395,L000599,47742.53,2024-05-23
PMT0000709,L000178,23235.71,2025-08-11
PMT0001685,L000422,6416.98,2024-06-14
PMT0004838,L001211,73617.74,2022-09-21
PMT0001332,L000332,5381.51,2023-07-05
PMT0004290,L001068,25319.33,2024-09-16
PMT0003443,L000860,11729.77,2025-10-19
PMT0002339,L000587,18222.74,2024-11-09
PMT0001786,L000447,2880.63,2024-02-03
PMT0001384,L000343,7069.61,2024-07-21
PMT0001654,L000415,4458.29,2024-12-27
PMT0001842,L000460,3220.98,04/11/2024
PMT0003438,L000859,4438.87,2025-06-14
PMT0004612,L001153,5019.41,2024-07-08
PMT0003744,L000932,5388.2,2024-06-16
PMT0001534,L000380,1089.0,2024-05-03
PMT0003906,L000971,24738.25,2023-12-30
PMT0003746,L000932,"8,697",2024-04-27
PMT0001512,L000375,2030.45,2024-10-22
PMT0002824,L000702,-483.22,2023-08-27
PMT0004502,L001126,689.42,2022-11-01
PMT0004594,L001149,6231.37,2024-07-13
PMT0002170,L000542,35446.96,2023-08-09
PMT0002952,L000735,7056.06,2024-11-10
PMT0001521,L000378,4244.27,2023-03-03
PMT0003115,L000781,4995.57,2024-10-15
PMT0001318,L000328,7517.27,2025-12-21
PMT0003387,L000847,unknown,2026-01-16
PMT0001918,L000476,8926.9,2024-06-17
PMT0002822,L000702,775.93,2024-03-26
PMT0001475,L000365,3276.95,2025-09-09
PMT0002160,L000538,8856.59,2025-07-23
PMT0000065,L000014,17879.68,2023-03-03
PMT0004568,L001142,37627.75,2024-08-23
PMT0000255,L000062,5893.0,2022-07-30
PMT0004835,L001210,-24326.27,2024-02-11
PMT0001219,L000308,7402.44,2023-02-30
PMT0000895,L000227,13577.25,2023-05-08
PMT0000472,L000116,4453.65,2023-08-10
PMT0001114,L000283,9560.94,2024-03-13
PMT0002729, L000676 ,3727.05,2023-01-12
PMT0003644,L000906,3596.46,2024-04-25
PMT0004520,L001131,3014.45,2023-01-23
PMT0000416,L000103,45773.92,2023-03-20
PMT0001734,L000435,15518.08,2025-12-28
PMT0002285,L000572,11654.49,2024-11-26
PMT0000173,L000043,460.38,2024-02-03
PMT0004416,L001102,4351.99,2024-11-13
PMT0001548,L000384,4507.39,2025-01-08
PMT0001845,L000461,3143.37,2023-11-26
PMT0002489,L000622,4882.99,2023-11-08
PMT0004185,L001041,7912.39,2024-08-14
PMT0001764,L000443,42818.13,2023-05-28
PMT0004936,L001238,9309.33,2024-04-24
PMT0003253,L000813,9534.22,2023-06-29
PMT0004726,L001185,8372.93,2023-09-09
PMT0000678,L000170,12116.46,2022-05-07
PMT0003840,L000954,2685.07,2024-12-11
PMT0000774,L000193,3195.26,2024-04-08
PMT0003853,L000958,12208.31,07/24/2025
PMT0004014,L001000,4188.1,2025-04-04
PMT0003506,L000874,17008.44,2025-02-07
PMT0000497, L000121 ,17969.96,2024-03-17
PMT0003858,L000959,7412.37,2026-02-13
PMT0004236,L001052,15951.97,2026-04-01
PMT0003922,L000978,19092.6,2024-05-31
PMT0003202,L000801,13349.32,2025-08-04
PMT0001172,L000298,3432.51,2022-05-30
PMT0003262,L000815,8572.29,2024-05-31
PMT0004708, L001179 ,13540.85,2024-11-02
PMT0001262, L000317 ,2583.4,2026-02-17
PMT0002465,L000616,3437.16,2023-06-12
PMT0004394,L001094,7880.06,2025-03-21
PMT0002631,L000655,15698.41,2024-05-23
PMT0001121,L000286,2589.08,2022-10-26
PMT0001958,L000487,6509.99,2024-06-28
PMT0003222,L000805,1279.19,2025-04-07
PMT0004925,L001234,"$4,068.45",2024-10-06
PMT0001847,L000461,2518.27,2023-10-25
PMT0004486,L001122,4381.83,2023-06-09
PMT0002332,L000585,5346.45,2023-07-27
PMT0002581,L000643,2549.53,2024-09-16
PMT0004642,L001160,5863.51,2024-04-25
PMT0002357, L000592 ,1359.3,2023-06-15
PMT0001024,L000255,6163.61,2025-11-12
PMT0000976,L000244,"$7,697.33",2022-06-29
PMT0000174,L000043,741.83,2024-06-16
PMT0004362,L001086,19599.6,2024-01-11
PMT0003813,L000948,34151.75,2023-07-10
PMT0002723,L000674,5182.33,2023-11-27
PMT0002469,L000617,5939.69,2024-06-21
PMT0001574,L000391,35951.53,2024-08-25
PMT0001771,L000444,11826.2,2024-03-25
PMT0000164,L000040,2032.34,2023-07-12
PMT0002977,L000740,2172.51,2023-05-04
PMT0002066,L000514,8958.95,2025-04-25
PMT0003286,L000821,4696.49,2023-11-19
PMT0001449,L000360,1398.99,2022-08-29
PMT0003324,L000832,9609.1,2023-07-10
PMT0000831,L000209,5124.23,2023-05-23
